entidad_norm,id_entidad_pt,entidad_pt,regimen,periodo_pt,n_personas_pt,ingreso_mediana_pt,ingreso_p25_pt,ingreso_p75_pt,masa_mensual_pt,n_convocatorias_cas,salario_oferta_mediana_cas,gap_oferta_vs_ejecutado,fuente_pt_url
UGEL - 303 EDUCACION BAGUA (UGEL - 303 EDU-BAGUA),16360,UGEL - 303 Educación Bagua (UGEL - 303 EDU-BAGUA),CAS,2026-05,30,3234.19,2364.19,3364.19,98510.47,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=16360&in_anno_consulta=2026&ch_mes_consulta=05&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=1
UNIDAD DE GESTION EDUCATIVA LOCAL JAEN (UGEL JAEN),12780,Unidad de Gestión Educativa Local Jaén (UGEL JAÉN),CAS,2025-06,39,2464.19,1764.19,3464.19,97628.41,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=12780&in_anno_consulta=2025&ch_mes_consulta=06&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=2
MUNICIPALIDAD DISTRITAL DE HUARANGO (MD-HUARANGO),10894,Municipalidad Distrital de Huarango (MD-Huarango),CAS,2025-12,32,3075.0,2800.0,3300.0,96340.0,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10894&in_anno_consulta=2025&ch_mes_consulta=12&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=2
UNIDAD DE GESTION EDUCATIVA LOCAL DOS DE MAYO (UGEL-DM),18826,Unidad de Gestión Educativa Local Dos de Mayo (UGEL-DM),CAS,2026-03,37,2564.19,2064.19,3164.19,95556.01,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=18826&in_anno_consulta=2026&ch_mes_consulta=03&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=2
MUNICIPALIDAD DISTRITAL DE MEJIA (MD-MEJIA),10574,Municipalidad Distrital de Mejia (MD-Mejia),CAS,2026-04,42,1800.0,1650.0,2600.0,94243.45,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10574&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=2
ESCUELA NACIONAL DE MARINA MERCANTE (ENAMM),88,Escuela Nacional de Marina Mercante (ENAMM),CAS,2025-12,34,2632.1,1464.19,3264.19,92647.32,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=88&in_anno_consulta=2025&ch_mes_consulta=12&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=2
UNIDAD DE GESTION EDUCATIVA LOCAL NO 09 - HUAURA (UGEL NO 09 - HUAURA),14306,UNIDAD DE GESTION EDUCATIVA LOCAL Nº 09 - HUAURA (UGEL Nº 09 - HUAURA),CAS,2026-01,48,1514.19,1389.19,2364.19,91056.12,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=14306&in_anno_consulta=2026&ch_mes_consulta=01&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=2
UNIDAD DE GESTION EDUCATIVA LOCAL CHOTA (UGEL CHOTA),14197,UNIDAD DE GESTION EDUCATIVA LOCAL CHOTA (UGEL CHOTA),CAS,2025-10,39,1764.19,1764.19,2550.0,89981.7,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=14197&in_anno_consulta=2025&ch_mes_consulta=10&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=2
SECRETARIA TECNICA DEL CONSEJO FISCAL (STCF),18815,Secretaría Técnica del Consejo Fiscal (STCF),CAS,2026-05,11,8000.0,6500.0,8500.0,89500.0,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=18815&in_anno_consulta=2026&ch_mes_consulta=05&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=1
GERENCIA SUB REGIONAL CHURCAMPA (GSRCH),88987,Gerencia Sub Regional Churcampa (GSRCH),CAS,2026-04,38,2164.19,1864.19,2464.19,89139.22,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=88987&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=2
MUNICIPALIDAD DISTRITAL DE ECHARATI (MDE),11016,Municipalidad Distrital de Echarati (MDE),CAS,2026-02,25,3764.19,2164.19,4364.19,88347.99,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=11016&in_anno_consulta=2026&ch_mes_consulta=02&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=1
MUNICIPALIDAD DISTRITAL DE MAZAMARI (MD-MAZAMARI),12090,Municipalidad Distrital de Mazamari (MD-MAZAMARI),CAS,2025-11,32,2650.22,1632.23,3779.35,87391.7,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=12090&in_anno_consulta=2025&ch_mes_consulta=11&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=2
UNIDAD DE GESTION EDUCATIVA LOCAL CONTUMAZA (UGEL CONTUMAZA),18718,UNIDAD DE GESTIÓN EDUCATIVA LOCAL CONTUMAZÁ (UGEL CONTUMAZÁ),CAS,2025-10,36,1764.19,1500.0,2764.19,85039.89,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=18718&in_anno_consulta=2025&ch_mes_consulta=10&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=2
DIRECCION REGIONAL DE TRANSPORTES Y COMUNICACIONES DE HUANCAVELICA (DRTC-HVCA.),13766,Dirección Regional de Transportes y Comunicaciones de Huancavelica (DRTC-HVCA.),CAS,2026-04,27,2364.19,1864.19,2964.19,84825.71,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=13766&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=1
DIRECCION REGIONAL DE TRANSPORTES Y COMUNICACIONES HUANUCO (GR-HUANUCO/DRTC),14044,DIRECCION REGIONAL DE TRANSPORTES Y COMUNICACIONES HUANUCO (GR-HUANUCO/DRTC),CAS,2025-12,52,1537.59,1524.51,1605.24,83058.69,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=14044&in_anno_consulta=2025&ch_mes_consulta=12&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=2
ESCUELA DE EDUCACION SUPERIOR PEDAGOGICA PUBLICA MONTERRICO (EESPP MONTERRICO),16379,Escuela de Educación Superior Pedagógica Pública Monterrico (EESPP Monterrico),CAS,2026-04,21,3864.19,1744.19,4864.19,83034.5,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=16379&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=1
MUNICIPALIDAD DISTRITAL DE AWAJUN (MDA),10357,Municipalidad Distrital de Awajun (MDA),CAS,2026-03,38,1807.1,1564.19,2164.19,82647.99,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10357&in_anno_consulta=2026&ch_mes_consulta=03&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=2
MUNICIPALIDAD DISTRITAL DE NUEVO IMPERIAL (MDNI),10607,MUNICIPALIDAD DISTRITAL DE NUEVO IMPERIAL (MDNI),CAS,2026-05,43,1839.19,1829.1,1939.19,81588.54,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10607&in_anno_consulta=2026&ch_mes_consulta=05&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=2
MUNICIPALIDAD DISTRITAL DE VEGUETA (MD - VEGUETA),10670,Municipalidad Distrital de Vegueta (MD - VEGUETA),CAS,2026-02,25,3364.19,2014.19,4364.19,80789.75,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10670&in_anno_consulta=2026&ch_mes_consulta=02&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=1
DIRECCION REGIONAL DE EDUCACION DE HUANCAVELICA (DRE - HUANCAVELICA),13599,Direccion Regional de Educacion de Huancavelica (DRE - HUANCAVELICA),CAS,2026-02,24,2664.19,2300.0,3364.19,78005.42,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=13599&in_anno_consulta=2026&ch_mes_consulta=02&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=1
UNIDAD DE GESTION EDUCATIVA LOCAL DE YAROWILCA (UGELYAROWILCA),18837,UNIDAD DE GESTION EDUCATIVA LOCAL DE YAROWILCA (UGELYAROWILCA),CAS,2025-09,27,2914.19,2264.19,3464.19,77581.96,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=18837&in_anno_consulta=2025&ch_mes_consulta=09&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=1
MUNICIPALIDAD DISTRITAL DE SIMON BOLIVAR (MDSB),12149,Municipalidad Distrital de Simón Bolivar (MDSB),CAS,2026-04,51,1600.0,1200.0,1600.0,77398.62,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=12149&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=2
MUNICIPALIDAD DISTRITAL DE LA ARENA (MDLA),11552,Municipalidad Distrital de La Arena (MDLA),CAS,2026-04,15,5000.0,5000.0,5500.0,76664.19,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=11552&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=1
MUNICIPALIDAD DISTRITAL DE LUYANDO (MD-LUYANDO),12046,Municipalidad Distrital de Luyando (MD-Luyando),CAS,2025-09,20,3500.0,3500.0,5000.0,76500.0,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=12046&in_anno_consulta=2025&ch_mes_consulta=09&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=1
UNIDAD DE GESTION EDUCATIVA LOCAL ANGARAES (UGEL-ANGARAES),26888,UNIDAD DE GESTION EDUCATIVA LOCAL ANGARAES (UGEL-ANGARAES),CAS,2026-04,27,2364.19,2271.28,2864.19,76324.24,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=26888&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=1
UGEL N 02 LA ESPERANZA (UGEL N02 L.E),18820,UGEL N° 02 La Esperanza (UGEL N°02 L.E),CAS,2025-09,32,2264.19,1964.19,2264.19,75997.32,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=18820&in_anno_consulta=2025&ch_mes_consulta=09&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=2
UNIDAD DE GESTION EDUCATIVA LOCAL DE SANCHEZ CARRION (UGEL-SANCHEZ CARRION),14315,Unidad de Gestión Educativa Local de Sánchez Carrión (UGEL-Sánchez Carrión),CAS,2025-12,30,2444.19,1764.19,2864.19,74515.7,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=14315&in_anno_consulta=2025&ch_mes_consulta=12&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=1
GERENCIA REGIONAL DE EDUCACION AREQUIPA (GREAREQUIPA),13167,Gerencia Regional de Educación Arequipa (GREAREQUIPA),CAS,2025-10,27,2464.19,2064.19,2614.19,74468.94,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=13167&in_anno_consulta=2025&ch_mes_consulta=10&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=1
DIRECCION REGIONAL DE EDUCACION HUANUCO (DRE-HCO),14163,Dirección Regional de Educación Huánuco (DRE-HCO),CAS,2026-03,35,2100.0,1800.0,2285.0,73391.76,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=14163&in_anno_consulta=2026&ch_mes_consulta=03&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=2
MUNICIPALIDAD DISTRITAL DE DANIEL ALOMIA ROBLES (MD-DANIELALOMIAROBLE),12043,Municipalidad Distrital de Daniel Alomia Robles (MD-DanielAlomiaRoble),CAS,2025-06,34,2000.0,1700.0,2300.0,73230.49,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=12043&in_anno_consulta=2025&ch_mes_consulta=06&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=2
MUNICIPALIDAD DISTRITAL DE MARIANO DAMASO BERAUN (MD-MDBERAUN),12047,Municipalidad Distrital de Mariano Damaso Beraun (MD-MDBERAUN),CAS,2026-02,37,1850.0,1650.0,2050.0,72702.71,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=12047&in_anno_consulta=2026&ch_mes_consulta=02&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=2
MUNICIPALIDAD DISTRITAL DE COCHORCO (MD-COCHORCO),11373,Municipalidad Distrital de Cochorco (MD-COCHORCO),CAS,2025-12,18,4300.0,3800.0,4300.0,72700.0,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=11373&in_anno_consulta=2025&ch_mes_consulta=12&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=1
UNIDAD EJECUTORA N307 EDUCACION - BELLAVISTA (UE 307 - BELLAVISTA),18688,UNIDAD EJECUTORA N°307 EDUCACION - BELLAVISTA (UE 307 - BELLAVISTA),CAS,2026-05,19,3464.19,3264.19,3750.0,71356.09,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=18688&in_anno_consulta=2026&ch_mes_consulta=05&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=1
UNIDAD EJECUTORA 307 EDUCACION - UGEL MORROPON (UE - 307 - MORROPON),14249,UNIDAD EJECUTORA 307 EDUCACION - UGEL MORROPON (UE - 307 - MORROPON),CAS,2026-01,28,2496.82,2128.85,2740.38,70962.93,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=14249&in_anno_consulta=2026&ch_mes_consulta=01&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=1
MUNICIPALIDAD DISTRITAL DE MARCAPATA,11048,Municipalidad Distrital de Marcapata,CAS,2026-05,14,5000.0,4000.0,5000.0,69700.0,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=11048&in_anno_consulta=2026&ch_mes_consulta=05&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=1
MUNICIPALIDAD DISTRITAL DE ELIAS SOPLIN VARGAS (MD-ESV),10358,Municipalidad Distrital de Elias Soplin Vargas (MD-ESV),CAS,2025-09,25,2500.0,2064.19,3000.0,68956.1,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10358&in_anno_consulta=2025&ch_mes_consulta=09&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=1
MUNICIPALIDAD PROVINCIAL DE SAN IGNACIO (MPSI),11889,Municipalidad Provincial de San Ignacio (MPSI),CAS,2025-12,19,3700.0,2364.19,4364.19,68776.09,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=11889&in_anno_consulta=2025&ch_mes_consulta=12&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=1
MUNICIPALIDAD DISTRITAL DE MIGUEL CHECA (MD-MIGUEL CHECA),12177,Municipalidad Distrital de Miguel Checa (MD-MIGUEL CHECA),CAS,2026-06,17,3700.0,3700.0,4200.0,68000.0,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=12177&in_anno_consulta=2026&ch_mes_consulta=06&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=1
UNIDAD EJECUTORA 305 EDUCACION UGEL HUAMALIES (UGEL HUAMALIES),14286,UNIDAD EJECUTORA 305 EDUCACION UGEL HUAMALIES (UGEL HUAMALIES),CAS,2026-03,25,2764.19,2364.19,3152.25,67693.56,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=14286&in_anno_consulta=2026&ch_mes_consulta=03&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=1
GERENCIA SUB REGIONAL ANGARAES (GSRANG),18790,GERENCIA SUB REGIONAL ANGARAES (GSRANG),CAS,2025-09,33,1900.0,1500.0,2300.0,67583.33,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=18790&in_anno_consulta=2025&ch_mes_consulta=09&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=2
MUNICIPALIDAD DISTRITAL DE PILCOMAYO (MDP),11098,Municipalidad Distrital de Pilcomayo (MDP),CAS,2025-11,42,1500.0,1300.0,1800.0,66075.9,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=11098&in_anno_consulta=2025&ch_mes_consulta=11&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=2
DIRECCION REGIONAL SECTORIAL DE EDUCACION - TACNA (DRSET),16378,DIRECCION REGIONAL SECTORIAL DE EDUCACION - TACNA (DRSET),CAS,2026-03,28,2686.1,1265.68,2964.19,66067.44,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=16378&in_anno_consulta=2026&ch_mes_consulta=03&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=1
