entidad_norm,id_entidad_pt,entidad_pt,regimen,periodo_pt,n_personas_pt,ingreso_mediana_pt,ingreso_p25_pt,ingreso_p75_pt,masa_mensual_pt,n_convocatorias_cas,salario_oferta_mediana_cas,gap_oferta_vs_ejecutado,fuente_pt_url
"GERENCIA REGIONAL DE ENERGIA, MINAS E HIDROCARBUROS CUSCO (GREM-CUSCO)",18608,"GERENCIA REGIONAL DE ENERGIA, MINAS E HIDROCARBUROS CUSCO (GREM-CUSCO)",CAS,2026-04,251,2414.19,2214.19,3564.19,872997.17,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=18608&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=9
MUNICIPALIDAD DISTRITAL DE INDEPENDENCIA - LIMA (MDI),10060,Municipalidad Distrital de Independencia - LIMA (MDI),CAS,2025-10,290,2010.0,1774.19,2574.19,867656.87,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10060&in_anno_consulta=2025&ch_mes_consulta=10&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=10
GOBIERNO REGIONAL DE LIMA (GRL),10012,Gobierno Regional de Lima (GRL),CAS,2026-05,262,3000.0,2000.0,4500.0,845916.67,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10012&in_anno_consulta=2026&ch_mes_consulta=05&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=9
PROGRAMA DE COMPENSACIONES PARA LA COMPETITIVIDAD (AGROIDEAS),13970,Programa de Compensaciones para la Competitividad (AGROIDEAS),CAS,2026-04,128,6364.19,4364.19,8364.19,838185.59,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=13970&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=5
MUNICIPALIDAD DISTRITAL DE BARRANCO (MD-BARRANCO),10052,Municipalidad Distrital de Barranco (MD-BARRANCO),CAS,2025-12,291,1800.0,1656.0,2200.0,830165.02,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10052&in_anno_consulta=2025&ch_mes_consulta=12&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=10
GOBIERNO REGIONAL DE HUANCAVELICA (GR-HUANCAVELICA),10142,Gobierno Regional de Huancavelica (GR-Huancavelica),CAS,2026-03,261,2564.19,1970.16,3364.19,816014.38,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10142&in_anno_consulta=2026&ch_mes_consulta=03&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=10
DIRECCION REGIONAL DE SALUD ANCASH (DIRESA ANCASH),13495,DIRECCION REGIONAL DE SALUD ANCASH (DIRESA ANCASH),CAS,2025-07,197,3720.1,2594.05,4411.45,810886.96,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=13495&in_anno_consulta=2025&ch_mes_consulta=07&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=7
UNIDAD EJECUTORA 401:SALUD CANAS CANCHIS ESPINAR (U.E. 401 SCCE),85978,Unidad Ejecutora 401:salud Canas Canchis Espinar (U.E. 401 SCCE),CAS,2025-12,268,2364.19,2364.19,3464.19,794288.92,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=85978&in_anno_consulta=2025&ch_mes_consulta=12&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=9
MUNICIPALIDAD PROVINCIAL DE CHICLAYO (MPCHICLAYO),1396,Municipalidad Provincial de Chiclayo (MPChiclayo),CAS,2026-05,240,1500.0,1300.0,4000.0,786972.46,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=1396&in_anno_consulta=2026&ch_mes_consulta=05&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=9
"MUNICIPALIDAD DISTRITAL DE CONCEPTUALIZACION PTE (CONCEPTUALIZACION, P)",81976,"Municipalidad Distrital de Conceptualizacion PTE (conceptualizacion, p)",CAS,2026-02,276,1907.09,1716.67,2893.33,782952.26,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=81976&in_anno_consulta=2026&ch_mes_consulta=02&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=20
AGROMERCADO (SSE),13217,AGROMERCADO (SSE),CAS,2026-04,134,5329.18,2846.09,8364.19,778079.57,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=13217&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=5
UNIDAD EJECUTORA 002 SERVICIOS DE SANEAMIENTO TUMBES (UE002SST),18849,UNIDAD EJECUTORA 002 SERVICIOS DE SANEAMIENTO TUMBES (UE002SST),CAS,2026-03,220,2614.19,2614.19,3514.19,770990.32,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=18849&in_anno_consulta=2026&ch_mes_consulta=03&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=8
UNIDAD DE GESTION EDUCATIVA LOCAL N 02 (UGEL 02),14092,UNIDAD DE GESTIÓN EDUCATIVA LOCAL N° 02 (UGEL 02),CAS,2026-05,243,2865.0,2164.19,3364.19,755417.31,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=14092&in_anno_consulta=2026&ch_mes_consulta=05&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=9
CORTE SUPERIOR DE JUSTICIA DE APURIMAC (D.J. APURIMAC),10201,Corte Superior de Justicia de Apurimac (D.J. APURIMAC),CAS,2026-04,263,2936.19,2084.19,3336.19,753039.58,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10201&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=9
PROGRAMA NACIONAL DE INVERSIONES EN SALUD - PRONIS (PRONIS),13045,Programa Nacional de Inversiones en Salud - PRONIS (PRONIS),CAS,2026-05,93,9561.69,5312.11,10561.69,735213.97,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=13045&in_anno_consulta=2026&ch_mes_consulta=05&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=4
GOBIERNO REGIONAL DE UCAYALI (GR-UCAYALI),10174,Gobierno Regional de Ucayali (GR-Ucayali),CAS,2026-03,240,2364.19,1664.19,3864.19,731311.58,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10174&in_anno_consulta=2026&ch_mes_consulta=03&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=9
UNIDAD EJECUTORA N 311 - EDUCACION HUANUCO (UE311HCO),18631,UNIDAD EJECUTORA N° 311 - EDUCACION HUANUCO (UE311HCO),CAS,2025-12,283,2564.19,1914.19,3064.19,728544.99,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=18631&in_anno_consulta=2025&ch_mes_consulta=12&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=10
MUNICIPALIDAD PROVINCIAL DE SAN ROMAN - JULIACA (MPSR),12192,Municipalidad Provincial de San Román - Juliaca (MPSR),CAS,2025-12,282,2300.0,1900.0,2900.0,727498.62,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=12192&in_anno_consulta=2025&ch_mes_consulta=12&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=10
RED DE SALUD LEONCIO PRADO (REDLP),18620,RED DE SALUD LEONCIO PRADO (REDLP),CAS,2026-03,261,2228.38,2164.19,3264.19,727004.64,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=18620&in_anno_consulta=2026&ch_mes_consulta=03&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=9
UNIVERSIDAD NACIONAL AGRARIA LA MOLINA (UNALM),10037,Universidad Nacional Agraria La Molina (UNALM),CAS,2026-03,347,1389.19,1389.19,1964.19,726908.73,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10037&in_anno_consulta=2026&ch_mes_consulta=03&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=12
SERVICIOS BASICOS DE SALUD CANETE YAUYOS (SBS CY),13856,SERVICIOS BASICOS DE SALUD CAÑETE YAUYOS (SBS CY),CAS,2025-11,268,2064.19,1390.55,3164.19,723481.24,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=13856&in_anno_consulta=2025&ch_mes_consulta=11&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=10
INSTITUTO DE INVESTIGACIONES DE LA AMAZONIA PERUANA (IIAP),10015,Instituto de Investigaciones de la Amazonía Peruana (IIAP),CAS,2026-04,174,3864.19,1711.19,5614.19,718568.78,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10015&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=6
HOSPITAL II SANTA ROSA DE PUERTO MALDONADO (HOSPITALII),18839,HOSPITAL II SANTA ROSA DE PUERTO MALDONADO (HOSPITALII),CAS,2026-03,237,2164.19,2164.19,3264.19,716762.25,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=18839&in_anno_consulta=2026&ch_mes_consulta=03&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=8
AGENCIA DE PROMOCION DE LA INVERSION PRIVADA (PROINVERSION),11126,Agencia de Promoción de la Inversión Privada (PROINVERSION),CAS,2026-04,74,10364.19,5864.19,12364.19,713923.68,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=11126&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=3
FUERO MILITAR POLICIAL (EX - CONSEJO SUPREMO DE JUSTICIA MILITAR) (FMP),13815,Fuero Militar Policial (Ex - Consejo Supremo de Justicia Militar) (FMP),CAS,2026-05,202,2864.19,2264.19,4716.33,712838.84,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=13815&in_anno_consulta=2026&ch_mes_consulta=05&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=7
UNIDAD EJECUTORA 003 - ZONA ARQUEOLOGICA CARAL/MC (UE003-ZAC/MC),14063,Unidad Ejecutora 003 - Zona Arqueológica Caral/MC (UE003-ZAC/MC),CAS,2026-04,231,2164.19,1564.19,3864.19,706179.44,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=14063&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=8
MUNICIPALIDAD PROVINCIAL DE TACNA (MPTACNA),1957,Municipalidad Provincial de Tacna (MPTacna),CAS,2026-04,244,1860.0,1600.0,3150.0,695406.03,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=1957&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=9
INSTITUTO REGIONAL DE ENFERMEDADES NEOPLASICAS (IREN NORTE),13660,INSTITUTO REGIONAL DE ENFERMEDADES NEOPLASICAS (IREN NORTE),CAS,2025-06,223,2064.19,1993.47,3164.19,689734.02,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=13660&in_anno_consulta=2025&ch_mes_consulta=06&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=8
INSTITUTO GEOFISICO DEL PERU (IGP),188,Instituto Geofísico del Perú (IGP),CAS,2026-05,155,3864.19,2864.19,4914.19,689062.4,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=188&in_anno_consulta=2026&ch_mes_consulta=05&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=6
UNIDAD EJECUTORA RED DE SALUD CAJABAMBA (UE RED DE SALUD CAJA),72968,UNIDAD EJECUTORA RED DE SALUD CAJABAMBA (UE RED DE SALUD CAJA),CAS,2026-05,219,3264.19,2164.19,3264.19,688504.62,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=72968&in_anno_consulta=2026&ch_mes_consulta=05&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=8
MUNICIPALIDAD PROVINCIAL DE PIURA (MPPIURA),1710,Municipalidad Provincial de Piura (MPPiura),CAS,2025-11,164,3501.46,2479.19,4594.19,684783.01,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=1710&in_anno_consulta=2025&ch_mes_consulta=11&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=13
"HOSPITAL REGIONAL JOSE ALFREDO MENDOZA OLAVARRIA JAMO II-2 (HOSPITAL ""JAMO"" II-2)",18632,"HOSPITAL REGIONAL JOSE ALFREDO MENDOZA OLAVARRIA JAMO II-2 (HOSPITAL ""JAMO"" II-2)",CAS,2026-05,213,2164.19,2014.19,3264.19,683464.34,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=18632&in_anno_consulta=2026&ch_mes_consulta=05&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=8
MUNICIPALIDAD DISTRITAL DE LA PERLA (MDLP),10940,Municipalidad Distrital de La Perla (MDLP),CAS,2026-03,342,1564.19,1494.19,2050.0,681559.69,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10940&in_anno_consulta=2026&ch_mes_consulta=03&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=12
SUPERINTENDENCIA DEL MERCADO DE VALORES (SMV),80,Superintendencia del Mercado de Valores (SMV),CAS,2026-04,109,6064.19,4464.19,7664.19,678594.39,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=80&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=4
PROGRAMA NACIONAL DE CONSERVACION DE BOSQUES (PNCBMCC),14051,Programa Nacional de Conservación de Bosques (PNCBMCC),CAS,2026-03,106,5864.19,3364.19,7864.19,673003.07,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=14051&in_anno_consulta=2026&ch_mes_consulta=03&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=4
MUNICIPALIDAD PROVINCIAL DE HUARAL (MP-HUARAL),10614,Municipalidad Provincial de Huaral (MP-Huaral),CAS,2025-09,245,2028.68,1650.0,2826.41,663685.89,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10614&in_anno_consulta=2025&ch_mes_consulta=09&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=9
GOBIERNO REGIONAL DE LIMA METROPOLITANA (GRLM),14014,GOBIERNO REGIONAL DE LIMA METROPOLITANA (GRLM),CAS,2025-12,136,4064.19,2964.19,6564.19,655849.95,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=14014&in_anno_consulta=2025&ch_mes_consulta=12&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=5
PROGRAMA NACIONAL DE DESARROLLO TECNOLOGICO E INNOVACION (PROINNOVATE),13353,Programa Nacional de Desarrollo Tecnológico e Innovación (PROINNOVATE),CAS,2026-02,75,8364.19,7364.19,10567.36,654452.12,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=13353&in_anno_consulta=2026&ch_mes_consulta=02&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=3
UNIVERSIDAD NACIONAL DE EDUCACION ENRIQUE GUZMAN Y VALLE (UNE),10434,Universidad Nacional de Educación Enrique Guzmán y Valle (UNE),CAS,2026-04,200,2364.19,1864.19,4600.0,654297.89,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10434&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=7
DIRECCION DE SALUD APURIMAC II (DISA APURIMAC II),18847,DIRECCION DE SALUD APURIMAC II (DISA APURIMAC II),CAS,2026-05,222,3064.19,2164.19,3264.19,649725.18,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=18847&in_anno_consulta=2026&ch_mes_consulta=05&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=8
MUNICIPALIDAD PROVINCIAL DE LEONCIO PRADO (MPLP),12041,Municipalidad Provincial de Leoncio Prado (MPLP),CAS,2026-04,293,1800.0,1542.49,2310.87,629305.27,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=12041&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=10
INSTITUTO NACIONAL DE INVESTIGACION EN GLACIARES Y ECOSISTEMAS DE MONTANA (INAIGEM),16393,Instituto Nacional de Investigación en Glaciares y Ecosistemas de Montaña (INAIGEM),CAS,2026-04,90,6364.19,4364.19,7364.19,618014.8,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=16393&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=4
PROYECTO ESPECIAL SECRETARIA TECNICA DE APOYO A LA COMISION AD HOC CREADA POR EL D.S. NO 006-2012-EF (SECRETARIA TECNICA-F),38934,Proyecto Especial Secretaría Técnica de Apoyo a la Comisión Ad Hoc creada por el D.S. Nº 006-2012-EF (SECRETARIA TECNICA-F),CAS,2026-04,111,4364.19,2554.57,6864.19,606824.16,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=38934&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=4
HOSPITAL SANTA MARIA DE CUTERVO (HSMC),87981,HOSPITAL SANTA MARIA DE CUTERVO (HSMC),CAS,2025-06,181,3136.36,2064.19,3864.19,603298.54,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=87981&in_anno_consulta=2025&ch_mes_consulta=06&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=7
ORGANISMO DE ESTUDIOS Y DISENO DE PROYECTOS DE INVERSION (OEDI),94998,Organismo de Estudios y Diseño de Proyectos de Inversión (OEDI),CAS,2026-05,59,10100.0,8100.0,13100.0,601796.65,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=94998&in_anno_consulta=2026&ch_mes_consulta=05&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=2
GOBIERNO REGIONAL DE APURIMAC (GR-APURIMAC),10130,Gobierno Regional de Apurimac (GR-Apurimac),CAS,2026-04,157,3500.0,2800.0,4864.19,596423.9,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10130&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=6
DIRECCION REGIONAL SECTORIAL DE TRABAJO Y PROMOCION DEL EMPLEO DE APURIMAC (DRTPE-APURIMAC),18796,Dirección Regional Sectorial de Trabajo y Promoción del Empleo de Apurímac (DRTPE-APURÍMAC),CAS,2026-04,157,3500.0,2800.0,4864.19,596423.9,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=18796&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=6
CORTE SUPERIOR DE JUSTICIA DE HUANUCO (CSJH),10212,Corte Superior de Justicia de Huánuco (CSJH),CAS,2026-04,219,2864.19,1664.19,3336.19,594838.28,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10212&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=8
MUNICIPALIDAD DISTRITAL DE SAN SEBASTIAN (MD - SSEBASTIAN),10947,Municipalidad Distrital de San Sebastián (MD - SSEBASTIAN),CAS,2026-04,183,3166.67,2200.0,3800.0,592624.47,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10947&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=7
CORTE SUPERIOR DE JUSTICIA DE CAJAMARCA (D.J. CAJAMARCA),10205,Corte Superior de Justicia de Cajamarca (D.J. CAJAMARCA),CAS,2026-04,193,3224.98,2576.19,3336.19,592363.4,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10205&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=7
HOSPITAL SUB REGIONAL DE ANDAHUAYLAS (HSRA),18821,Hospital Sub Regional de Andahuaylas (HSRA),CAS,2025-10,261,1800.0,1650.0,2900.0,590559.69,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=18821&in_anno_consulta=2025&ch_mes_consulta=10&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=9
GOBIERNO REGIONAL DE AYACUCHO (GR-AYACUCHO),10135,Gobierno Regional de Ayacucho (GR-Ayacucho),CAS,2026-04,177,2467.97,1977.47,3477.41,587051.25,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10135&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=6
INSTITUTO NACIONAL DE CIENCIAS NEUROLOGICAS (INCN),13258,Instituto Nacional de Ciencias Neurológicas (INCN),CAS,2026-04,138,3026.93,2094.19,6833.9,584816.66,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=13258&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=5
UNIDAD EJECUTORA N 405 RED DE SALUD HUAMALIES (REDHUAMALIES),26886,Unidad Ejecutora N° 405 Red de Salud Huamalies (REDHUAMALIES),CAS,2026-03,207,2164.19,2164.19,3264.19,582355.0,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=26886&in_anno_consulta=2026&ch_mes_consulta=03&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=8
MUNICIPALIDAD PROVINCIAL DE CANETE (MPC),10598,Municipalidad Provincial de Cañete (MPC),CAS,2025-12,221,2264.19,1964.19,2664.19,579638.23,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10598&in_anno_consulta=2025&ch_mes_consulta=12&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=8
GOBIERNO REGIONAL DE TACNA (G.R.TACNA),10167,Gobierno Regional de Tacna (G.R.TACNA),CAS,2025-12,131,3364.19,2864.19,4014.19,576948.55,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10167&in_anno_consulta=2025&ch_mes_consulta=12&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=5
DIRECCION REGIONAL DE TRABAJO Y PROMOCION DEL EMPLEO DE TACNA (DRTPE-TACNA),14195,Dirección Regional de Trabajo y Promoción del Empleo de Tacna (DRTPE-TACNA),CAS,2025-12,131,3364.19,2864.19,4014.19,576948.55,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=14195&in_anno_consulta=2025&ch_mes_consulta=12&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=5
