id_entidad,entidad,categoria,regimen,n,mediana,p25,p75,maximo,masa_mensual
14306,UNIDAD DE GESTION EDUCATIVA LOCAL Nº 09 - HUAURA (UGEL Nº 09 - HUAURA),Educación,CAS,48,1514,1389.19,2364.19,4864,91056
11911,Municipalidad Distrital De Ascensión (MD-Ascensión),Municipalidad,CAS,48,2200,2000.0,2364.19,3300,107406
13019,Comando Conjunto de las Fuerzas Armadas (CCFFAA),Fuerzas Armadas/Policía,CAS,46,3964,2914.19,6564.19,8564,207974
18667,Unidad de Gestión Educativa Local Bambamarca (UE 307),Educación,CAS,43,1964,1864.19,2964.19,5440,103177
10607,MUNICIPALIDAD DISTRITAL DE NUEVO IMPERIAL (MDNI),Municipalidad,CAS,43,1839,1829.1,2004.64,2239,81589
10071,Municipalidad Distrital de Pucusana (MDP),Municipalidad,CAS,43,4750,2264.19,7602.05,9864,202542
13636,Dirección Regional de Educación de Lima Provincias (DRELP),Educación,CAS,42,3591,1864.19,3978.38,10364,137894
23869,UNIDAD DE GESTION EDUCATIVA LOCAL SURCUBAMBA (SBBA),Educación,CAS,42,3164,2135.63,3764.19,5264,130468
11098,Municipalidad Distrital de Pilcomayo (MDP),Municipalidad,CAS,42,1500,1300.0,1800.0,3500,66076
10574,Municipalidad Distrital de Mejia (MD-Mejia),Municipalidad,CAS,42,1800,1650.0,2750.0,4750,94243
14281,Unidad Ejecutora 008 Proyectos Especiales del Pliego 003 (UE 008 - PE),Organismo público,CAS,42,10364,7364.19,10364.19,15600,391232
10154,Gobierno Regional Moquegua (GRM),Gobierno Regional,CAS,41,2464,2160.0,3300.0,5300,112890
11748,Municipalidad Provincial Jorge Basadre (MPJB),Municipalidad,CAS,41,3358,2708.33,5500.0,7750,168069
12835,Gerencia Regional de Educación La Libertad (GRELL),Organismo público,CAS,41,2450,1909.46,3250.0,10250,117192
18784,Programa Agua Segura para Lima y Callao (PASLC),Organismo público,CAS,41,11364,9364.19,12364.19,15100,443762
10065,Municipalidad Distrital de Lurigancho-Chosica (MDLCH),Municipalidad,Altos Funcionarios,40,9000,9000.0,10500.0,10900,375400
14197,UNIDAD DE GESTION EDUCATIVA LOCAL CHOTA (UGEL CHOTA),Educación,CAS,39,1764,1764.19,2880.0,6000,89982
12780,Unidad de Gestión Educativa Local Jaén (UGEL JAÉN),Educación,CAS,39,2464,1764.19,3464.19,4764,97628
12178,Municipalidad Provincial de Talara (MP-TALARA),Municipalidad,Altos Funcionarios,39,4500,4500.0,7070.0,23000,254367
16387,PROYECTO ESPECIAL DE DESARROLLO DEL VALLE DE LOS RÍO APURIMAC ENE Y MANTARO - PROVRAEM (PROVRAEM),Organismo público,CAS,39,8264,3764.19,8264.19,15600,286258
10004,Agencia Peruana de Cooperación Internacional (APCI),Organismo público,Ley Servir,38,6991,6433.78,7942.35,19751,296883
18724,UGEL SAN MIGUEL (UGEL-SM),Educación,CAS,38,2864,1964.19,2864.19,6100,101604
14321,UNIDAD DE GESTIÓN EDUCATIVA LOCAL SAN IGNACIO (UGEL SAN IGNACIO),Educación,CAS,38,2264,1864.19,3164.19,6100,101129
10147,Gobierno Regional de Ica (GORE-ICA),Gobierno Regional,Altos Funcionarios,38,16000,16000.0,20000.0,20000,615100
10357,Municipalidad Distrital de Awajun (MDA),Municipalidad,CAS,38,1807,1564.19,2264.19,4364,82648
13658,Organismo de Supervisión de los Recursos Forestales y de Fauna Silvestre (OSINFOR),Regulador/Superintendencia,Ley Servir,38,8366,7533.92,8909.64,29574,370321
10309,Municipalidad Provincial de Lamas (MPLamas),Municipalidad,CAS,38,3200,2720.0,3200.0,7000,121694
13611,Direccion Regional de Transportes y Comunicaciones - Ayacucho (DRTCA),Organismo público,CAS,38,1561,1529.85,2006.75,3331,64656
88987,Gerencia Sub Regional Churcampa (GSRCH),Organismo público,CAS,38,2164,1864.19,2464.19,5364,89139
78976,Autoridad Nacional de Infraestructura (ANIN),Organismo público,Ley Servir,38,15419,12860.92,17898.21,25518,613168
18826,Unidad de Gestión Educativa Local Dos de Mayo (UGEL-DM),Educación,CAS,37,2564,2064.19,3164.19,3764,95556
12047,Municipalidad Distrital de Mariano Damaso Beraun (MD-MDBERAUN),Municipalidad,CAS,37,1850,1650.0,2050.0,3050,72703
14300,CENTRO DE GESTIÓN TRIBUTARIA (CGT),Organismo público,CAS,37,1564,1389.19,1864.19,3164,65226
13805,Servicio de Administración Tributaria de Huancayo (SATH),Organismo público,CAS,37,1789,1389.19,1889.19,2859,64514
14038,ESCUELA NACIONAL SUPERIOR AUTÓNOMA DE BELLAS ARTES DEL PERÚ (ENSABAP),Educación,CAS,36,3864,2864.19,6364.19,8698,157698
18718,UNIDAD DE GESTIÓN EDUCATIVA LOCAL CONTUMAZÁ (UGEL CONTUMAZÁ),Educación,CAS,36,1764,1564.19,2764.19,6000,85040
10174,Gobierno Regional de Ucayali (GR-Ucayali),Gobierno Regional,Altos Funcionarios,36,6482,4290.0,6782.3,21240,229079
145,Presidencia del Consejo de Ministros (PCM),Ministerio,FAG,35,15200,10000.0,15600.0,15600,439420
1605,Municipalidad Provincial de Maynas (MPM),Municipalidad,Altos Funcionarios,35,6500,5150.0,8200.0,13460,227383
14163,Dirección Regional de Educación Huánuco (DRE-HCO),Educación,CAS,35,2100,1800.0,2600.0,2950,73392
11780,Municipalidad Distrital de Nueva Requena (MDNR),Municipalidad,CAS,35,3264,2264.19,4264.19,4864,111547
11435,Municipalidad Distrital de Olmos (MDO),Municipalidad,CAS,35,4000,3000.0,5000.0,5000,126014
88,Escuela Nacional de Marina Mercante (ENAMM),Educación,CAS,34,2632,1464.19,3264.19,6700,92647
18836,UNIDAD DE GESTION EDUCATIVA LOCAL DE MARAÑON (UGELMARAÑON),Educación,CAS,34,3364,2600.0,4164.19,6164,115241
12043,Municipalidad Distrital de Daniel Alomia Robles (MD-DanielAlomiaRoble),Municipalidad,CAS,34,2000,1700.0,2300.0,3900,73230
17422,PROGRAMA NACIONAL A COMER PESCADO (PNACP),Organismo público,CAS,34,7864,6364.19,10364.19,15600,283517
11910,Municipalidad Distrital de Yauli - Huancavelica (MDY),Municipalidad,CAS,34,1700,1500.0,1900.0,1900,58250
145,Presidencia del Consejo de Ministros (PCM),Ministerio,PAC,33,22750,20500.0,22750.0,25000,670442
18712,Universidad Nacional Superior de Folklore José María Arguedas (ENSFJMA),Universidad,CAS,33,1864,1564.19,2064.19,3364,63924
10050,Municipalidad Distrital de Ate (MuniAte),Municipalidad,Altos Funcionarios,33,7164,7163.51,9041.88,13565,260897
10352,Municipalidad Distrital de Tamburco (MDTamburco),Municipalidad,CAS,33,2950,2100.0,4250.0,5064,101068
13270,Dirección Regional de Agricultura San Martín (DRASAM),Organismo público,CAS,33,2250,1550.0,3464.19,10364,99540
18790,GERENCIA SUB REGIONAL ANGARAES (GSRANG),Organismo público,CAS,33,1900,1500.0,2300.0,5000,67583
18820,UGEL N° 02 La Esperanza (UGEL N°02 L.E),Educación,CAS,32,2264,1964.19,2264.19,5264,75997
38928,DIRECCION DE GESTION DE RECURSOS EDUCATIVOS (DIGERE),Educación,CAS,32,10364,9364.19,12364.19,14364,339938
18723,UNIDAD DE GESTION EDUCATIVA LOCAL CUSCO (UGEL CUSCO),Educación,CAS,32,3164,3164.19,3560.0,3564,103741
12090,Municipalidad Distrital de Mazamari (MD-MAZAMARI),Municipalidad,CAS,32,2650,1731.98,3779.35,5375,87392
10894,Municipalidad Distrital de Huarango (MD-Huarango),Municipalidad,CAS,32,3075,2800.0,3300.0,4800,96340
18788,Proyecto Especial Datem del Marañón Alto Amazonas Loreto Condorcanqui (PEDAMAALC),Organismo público,CAS,32,4754,4200.37,6526.88,12364,168925
18665,DIRECCION REGIONAL DE AGRICULTURA LIMA (DRAL),Organismo público,CAS,32,4216,3237.77,4937.77,8564,130862
16360,UGEL - 303 Educación Bagua (UGEL - 303 EDU-BAGUA),Educación,CAS,30,3234,2364.19,3864.19,5304,98510
14315,Unidad de Gestión Educativa Local de Sánchez Carrión (UGEL-Sánchez Carrión),Educación,CAS,30,2444,1764.19,3264.19,3464,74516
11021,Municipalidad Distrital de Kimbiri (MDK),Municipalidad,CAS,29,3564,2464.19,4864.19,5364,103027
128,Instituto Nacional de Defensa Civil (INDECI),Organismo público,Ley Servir,28,18148,15508.13,22908.49,27984,529985
14180,Comité de Administración del Fondo Educativo del Callao (Cafed Callao),Educación,CAS,28,6371,5360.84,6855.13,14364,175148
14249,UNIDAD EJECUTORA 307 EDUCACION - UGEL MORROPON (UE - 307 - MORROPON),Educación,CAS,28,2497,2169.01,2742.91,5197,70963
10482,Municipalidad Distrital de Characato (MD-CHARACATO),Municipalidad,CAS,28,1514,1464.19,1864.19,5437,55895
11016,Municipalidad Distrital de Echarati (MDE),Municipalidad,Altos Funcionarios,28,5100,2250.0,7018.0,8341,131776
16378,DIRECCION REGIONAL SECTORIAL DE EDUCACION - TACNA (DRSET),Organismo público,CAS,28,2686,1545.68,3346.63,3914,66067
10494,Municipalidad Distrital de Sabandia (MDS),Municipalidad,CAS,28,1882,1800.0,2500.0,4500,60099
18667,Unidad de Gestión Educativa Local Bambamarca (UE 307),Educación,PAC,27,6781,5400.96,8601.4,11701,190502
26888,UNIDAD DE GESTION EDUCATIVA LOCAL ANGARAES (UGEL-ANGARAES),Educación,CAS,27,2364,2271.28,2864.19,5364,76324
18837,UNIDAD DE GESTION EDUCATIVA LOCAL DE YAROWILCA (UGELYAROWILCA),Educación,CAS,27,2914,2264.19,3464.19,3764,77582
15356,Municipalidad Distrital Andres Avelino Caceres Dorregaray (MDAACD),Municipalidad,CAS,27,2002,1863.1,2164.19,2564,54669
18740,UNIDAD EJECUTORA HOSPITAL DE REHABILITACION DEL CALLAO (HRC),Salud,CAS,27,3864,3364.19,4164.19,9864,115122
10154,Gobierno Regional Moquegua (GRM),Gobierno Regional,Altos Funcionarios,27,7300,7300.0,8300.0,28504,221581
13766,Dirección Regional de Transportes y Comunicaciones de Huancavelica (DRTC-HVCA.),Organismo público,CAS,27,2364,1864.19,4564.19,7364,84826
13167,Gerencia Regional de Educación Arequipa (GREAREQUIPA),Organismo público,CAS,27,2464,2064.19,2614.19,9500,74469
13045,Programa Nacional de Inversiones en Salud - PRONIS (PRONIS),Salud,Altos Funcionarios,26,13364,13000.0,15000.0,17413,352395
11018,Municipalidad Distrital de Maranura (MD-MARANURA),Municipalidad,CAS,26,4300,3293.33,4800.0,8300,113200
131,Ministerio de Justicia y Derechos Humanos (MINJUS),Justicia/Fiscalía,PAC,25,20000,6825.0,22500.0,25000,402083
14286,UNIDAD EJECUTORA 305 EDUCACION UGEL HUAMALIES (UGEL HUAMALIES),Educación,CAS,25,2764,2364.19,3152.25,3864,67694
10358,Municipalidad Distrital de Elias Soplin Vargas (MD-ESV),Municipalidad,CAS,25,2500,2064.19,3000.0,5500,68956
10939,Municipalidad Distrital de Carmen de la Legua Reynoso (MDCLR),Municipalidad,CAS,25,10264,10264.19,12264.19,12264,263574
10669,Municipalidad Distrital de Sayán (MDS),Municipalidad,Altos Funcionarios,25,4452,3452.21,4452.21,6505,102558
10670,Municipalidad Distrital de Vegueta (MD - VEGUETA),Municipalidad,CAS,25,3364,2014.19,4364.19,6364,80790
11016,Municipalidad Distrital de Echarati (MDE),Municipalidad,CAS,25,3764,2164.19,4364.19,5900,88348
127,Ministerio del Ambiente (MINAM),Ministerio,PAC,24,20500,20500.0,20500.0,25000,507750
136,Ministerio de Desarrollo Agrario y Riego (MIDAGRI),Ministerio,PAC,24,20000,20000.0,20500.0,25000,484750
13599,Direccion Regional de Educacion de Huancavelica (DRE - HUANCAVELICA),Educación,CAS,24,2664,2300.0,3364.19,10300,78005
18786,Municipalidad Distrital de Megantoni (MDM),Municipalidad,CAS,24,11664,11664.19,12764.19,14764,294041
13284,Instituto Metropolitano de Planificación (IMP),Organismo público,CAS,24,8226,4849.66,12364.19,14364,190259
10940,Municipalidad Distrital de La Perla (MDLP),Municipalidad,Altos Funcionarios,23,12800,10500.0,12800.0,14800,271100
10941,Municipalidad Distrital de La Punta (MDLP),Municipalidad,Altos Funcionarios,23,9250,9150.0,12250.0,24061,226056
77,Ministerio de Cultura (CULTURA),Ministerio,PAC,22,20500,18250.0,20500.0,25000,413133
95,Instituto Peruano de Energía Nuclear (IPEN),Organismo público,Ley Servir,22,6991,6619.5,8366.64,19571,167880
132,Ministerio del Interior (MININTER),Ministerio,FAG,22,14000,12000.0,15000.0,15600,295300
18647,ESCUELA NACIONAL SUPERIOR DE BALLET (ENSB),Educación,CAS,22,4764,1464.19,8264.19,8764,113364
15353,UNIDAD EJECUTORA 314 UGEL CHURCAMPA (UGEL CHURCAMPA),Educación,CAS,22,2120,1664.19,3064.19,5264,58518
18805,GERENCIA SUB REGIONAL DE TAYACAJA (GSRT),Organismo público,CAS,22,2014,1564.19,3164.19,7163,61586
10220,MUNICIPALIDAD PROVINCIAL DE HUAYLAS (MPHy),Municipalidad,CAS,22,1627,1589.19,3800.0,3800,55109
7,Organismo Supervisor de Inversión Privada en Telecomunicaciones (OSIPTEL),Regulador/Superintendencia,Ley Servir,21,16980,14635.86,17898.21,23214,354309
16379,Escuela de Educación Superior Pedagógica Pública Monterrico (EESPP Monterrico),Educación,CAS,21,3864,1744.19,4864.19,9364,83034
11550,Municipalidad Distrital de Cura Mori (MDCM),Municipalidad,CAS,21,2150,1750.0,3250.0,4250,53700
11749,Municipalidad Distrital de Ilabaya (M.D.I.),Municipalidad,CAS,21,8747,8747.0,9622.0,9622,169059
16377,INPE-DIRECCION REGIONAL NOR ORIENTE SAN MARTIN (INPE-DRNOSM),Justicia/Fiscalía,CAS,21,1500,1500.0,1680.0,3200,38040
18630,ESCUELA NACIONAL SUPERIOR DE ARTE DRAMÁTICO GUILLERMO UGARTE CHAMORRO (ENSAD),Educación,CAS,20,5362,3857.21,7164.19,8864,111172
11476,"Ministerio de Vivienda, Construcción y Saneamiento (VIVIENDA)",Ministerio,FAG,20,15600,15000.0,15600.0,15600,296680
10170,Gobierno Regional Tumbes (GR-Tumbes),Gobierno Regional,Altos Funcionarios,20,5947,4290.0,7349.8,14279,128242
11996,Municipalidad Distrital de Chinchao (MDCH),Municipalidad,CAS,20,2540,2000.0,3384.19,4264,53737
12046,Municipalidad Distrital de Luyando (MD-Luyando),Municipalidad,CAS,20,3500,3500.0,5000.0,6000,76500
10653,Municipalidad Distrital de Santa Eulalia (MDSE),Municipalidad,CAS,20,3000,1494.19,4000.0,4000,52757
10031,Despacho Presidencial (DP),Organismo público,Ley Servir,20,18500,15600.0,20862.0,35568,383549
133,Ministerio de Educación (MINEDU),Educación,PAC,19,20500,11000.0,20500.0,25000,339467
14145,Ministerio de Desarrollo e Inclusión Social (MIDIS),Ministerio,Ley Servir,19,23431,23042.07,29246.38,34726,476296
14251,Unidad de Gestión Educativa Local de Talara N°306 (UGEL Talara),Educación,CAS,19,3164,2164.19,3164.19,4864,53451
12111,Municipalidad Distrital de La Victoria - Chiclayo (MDLV),Municipalidad,CAS,19,1864,1494.19,2400.0,5864,47109
10055,Municipalidad Distrital de Chaclacayo (MDCH),Municipalidad,CAS,19,1750,1650.0,1964.19,2750,35146
10501,Municipalidad Distrital de Uchumayo (MDU),Municipalidad,CAS,19,3650,2350.0,3964.19,4564,61071
11889,Municipalidad Provincial de San Ignacio (MPSI),Municipalidad,CAS,19,3700,2364.19,4500.0,5564,68776
18688,UNIDAD EJECUTORA N°307 EDUCACION - BELLAVISTA (UE 307 - BELLAVISTA),Organismo público,CAS,19,3464,3264.19,4364.19,6364,71356
12200,Municipalidad Provincial de Bellavista (MP-BELLAVISTA),Municipalidad,CAS,19,2100,2000.0,2800.0,7300,52050
1983,Municipalidad Provincial de Tumbes (MPTumbes),Municipalidad,CAS,18,1325,1325.0,1325.0,3300,25992
10152,Gobierno Regional de Loreto (GOREL),Gobierno Regional,Altos Funcionarios,18,4294,4294.0,4294.0,14419,96729
11042,Municipalidad Distrital de Camanti,Municipalidad,CAS,18,2900,2400.0,4350.0,6500,56614
11373,Municipalidad Distrital de Cochorco (MD-COCHORCO),Municipalidad,CAS,18,4300,3800.0,4300.0,5500,72700
18814,Programa Nacional de Telecomunicaciones (PRONATEL),Organismo público,CAS,18,7114,5364.19,11364.19,15600,144027
13473,PROYECTO ESPECIAL OLMOS TINAJONES (PEOT),Organismo público,CAS,18,1130,1130.0,1400.0,2800,26200
25878,Procuraduría General del Estado (PGE),Organismo público,Ley Servir,18,18963,15714.29,21535.71,25000,320474
10031,Despacho Presidencial (DP),Organismo público,FAG,18,13000,12000.0,15000.0,15600,234300
103012,DIRECCION REGIONAL DE YAKU TARPUY PARA LA LUCHA CONTRA LA POBREZA (DRYTPLCLP),Organismo público,CAS,18,3264,2503.29,3735.38,7864,63062
13170,Dirección Regional de Transportes y Comunicaciones San Martin (DRTC-SM),Organismo público,CAS,18,5864,5364.19,7364.19,10310,100801
4,Instituto Nacional de Estadística e Informática (INEI),Organismo público,Ley Servir,17,16688,11724.28,19071.43,23214,267793
10011,Ministerio de Defensa (MINDEF),Ministerio,PAC,17,20500,14350.0,22750.0,25000,296108
76971,UNIDAD DE GESTION EDUCATIVA DE PAUCAR DEL SARA SARA (UGELPSS),Educación,CAS,17,2164,2064.19,2308.19,3164,37993
12177,Municipalidad Distrital de Miguel Checa (MD-MIGUEL CHECA),Municipalidad,CAS,17,3700,3700.0,4200.0,5400,68000
140,Ministerio de Relaciones Exteriores (RREE),Ministerio,PAC,16,20500,18250.0,20500.0,25000,322708
14193,UNIDAD DE GESTION EDUCATIVA LOCAL DE ISLAY (UGELI),Educación,CAS,16,2864,2064.19,2864.19,3764,38080
18707,UNIDAD EJECUTORA 001631 GESTION DE PROYECTOS SECTORIALES (UEGPS),Organismo público,CAS,16,10364,6364.19,11864.19,15600,145063
133,Ministerio de Educación (MINEDU),Educación,FAG,15,15600,9360.0,15600.0,15600,188760
140,Ministerio de Relaciones Exteriores (RREE),Ministerio,FAG,15,10500,9500.0,14000.0,15600,169050
1710,Municipalidad Provincial de Piura (MPPiura),Municipalidad,FAG,15,3978,3978.0,3978.0,3978,57681
18827,UNIDAD DE GESTION EDUCATIVA LOCAL DE AMBO (UGELAMBO),Educación,PAC,15,2731,2731.0,2731.0,2812,41123
17406,INPE-DIRECCION REGIONAL CENTRO (INPE-DRC),Justicia/Fiscalía,CAS,15,2564,1864.19,2864.19,5364,39888
11587,Municipalidad Distrital de Colan (Municolan),Municipalidad,CAS,15,4000,4000.0,5000.0,5500,63400
11552,Municipalidad Distrital de La Arena (MDLA),Municipalidad,CAS,15,5000,5000.0,5500.0,7200,76664
11055,Municipalidad Distrital de Maras (MDM),Municipalidad,CAS,15,3700,2200.0,3700.0,4500,48100
14078,Gerencia Regional de Transportes y Comunicaciones - Arequipa (GRTC-AQP),Organismo público,CAS,15,1864,1854.19,2164.19,2564,29558
138,Ministerio de Comercio Exterior y Turismo (MINCETUR),Ministerio,PAC,14,22000,20500.0,22750.0,25000,307250
14318,SUPERINTENDENCIA NACIONAL DE EDUCACION SUPERIOR UNIVERSITARIA (SUNEDU),Regulador/Superintendencia,Ley Servir,14,16716,15814.25,19800.0,25000,250341
11048,Municipalidad Distrital de Marcapata,Municipalidad,CAS,14,5000,4000.0,6700.0,6700,69700
11171,Municipalidad Provincial de Carhuaz (MPC),Municipalidad,Altos Funcionarios,14,4200,4200.0,4200.0,7700,59864
13132,Instituto Catastral De Lima (ICL),Organismo público,CAS,14,3125,2440.19,4700.0,7000,52338
18626,UNIDAD EJECUTORA FONDO SIERRA AZUL (UEFSA),Organismo público,CAS,14,11000,11000.0,13500.0,15600,168600
12093,Municipalidad Distrital de Palca (MD-PALCA),Municipalidad,CAS,14,1500,1400.0,1800.0,2600,23200
131,Ministerio de Justicia y Derechos Humanos (MINJUS),Justicia/Fiscalía,FAG,13,13000,11960.0,13000.0,15600,143653
137,Ministerio de Energía y Minas (MINEM),Ministerio,FAG,13,13000,11960.0,15600.0,15600,167060
980,Municipalidad Provincial de Huancavelica (MPH),Municipalidad,Altos Funcionarios,13,2500,2500.0,2500.0,9100,45300
114027,Universidad Nacional del VRAEM (UNAVRAEM),Universidad,CAS,13,8100,7600.0,9100.0,15600,124100
115048,Universidad Nacional Tecnológica de Chincha (UNATECH),Universidad,CAS,13,8100,7100.0,9100.0,15600,122300
13662,Colegio Militar Pedro Ruiz Gallo (CMPRG),Educación,CAS,13,2564,2564.19,3064.19,3164,33934
15355,UNIDAD DE GESTION EDUCATIVA LOCAL DE JULCAN (UGEL-JULCAN),Educación,CAS,13,1414,1364.19,1924.19,3764,23000
14145,Ministerio de Desarrollo e Inclusión Social (MIDIS),Ministerio,PAC,13,25000,22750.0,25000.0,25000,313750
11045,Municipalidad Distrital de Cusipata,Municipalidad,CAS,13,3453,3266.67,4200.0,5500,47542
10161,Gobierno Regional de Piura (GR-Piura),Gobierno Regional,Altos Funcionarios,13,4290,4290.0,4290.0,14904,72695
10122,Municipalidad Distrital de Villa El Salvador (MUNIVES),Municipalidad,Altos Funcionarios,13,4054,4053.66,4053.66,4054,52698
11595,Municipalidad Distrital de Marcavelica (MDM),Municipalidad,CAS,13,3050,2133.45,3400.0,3850,38117
22868,Unidad Ejecutora Pasco Selva Central (G.S.R.O. U.E.P.S.C.),Organismo público,CAS,13,2564,1664.19,2864.19,3364,30727
11548,Municipalidad Distrital de Castilla (MDC),Municipalidad,Ley Servir,12,3435,3435.0,3435.0,11655,49440
11417,Municipalidad Distrital de Cayalti (MDC),Municipalidad,CAS,12,3182,1600.0,4464.19,5014,35294
10279,Municipalidad Distrital de Calzada (M.D.C),Municipalidad,CAS,12,2050,1750.0,2600.0,4000,26708
11095,Municipalidad Distrital de Huayucachi (MDHchi.),Municipalidad,CAS,12,2,2.0,2.0,951,973
11931,Municipalidad Distrital de San Antonio de Antaparco (MD-SAN ANTONIO),Municipalidad,CAS,12,2050,2050.0,2200.0,2200,24800
18854,Unidad Ejecutora Lima Sur (UELS),Organismo público,CAS,12,2864,2564.19,3864.19,8364,41970
14282,Servicio Nacional Forestal y de Fauna Silvestre (SERFOR),Organismo público,PAC,12,2054,1844.09,4004.11,4604,30849
137,Ministerio de Energía y Minas (MINEM),Ministerio,Ley Servir,11,20266,16687.5,21473.21,23214,215121
10152,Gobierno Regional de Loreto (GOREL),Gobierno Regional,FAG,11,7000,7000.0,8000.0,8000,80000
18815,Secretaría Técnica del Consejo Fiscal (STCF),Justicia/Fiscalía,CAS,11,8000,6500.0,11000.0,12000,89500
10896,Municipalidad Distrital de Namballe (MD - NAMBALLE),Municipalidad,CAS,11,3191,3190.68,3545.2,4077,34258
10131,Gobierno Regional de Arequipa (GRA),Gobierno Regional,FAG,11,8500,8000.0,10000.0,10000,96333
10069,Municipalidad Distrital de Miraflores - LIMA (MDMiraflores),Municipalidad,Altos Funcionarios,11,3420,3420.0,3420.0,3420,37620
11863,Municipalidad Provincial de Caylloma (MP-CAYLLOMA),Municipalidad,Altos Funcionarios,11,2002,2002.0,2002.0,9100,30418
12116,Municipalidad Provincial de Barranca (MPB),Municipalidad,Altos Funcionarios,11,3420,3420.0,3420.0,3420,37620
11551,Municipalidad Distrital de El Tallan,Municipalidad,CAS,11,3800,3500.0,3800.0,4800,38200
10062,Municipalidad Distrital de la Molina (Munimolina),Municipalidad,Altos Funcionarios,11,3480,3480.0,3480.0,11773,46573
12063,Municipalidad Provincial de Lauricocha (MPL),Municipalidad,CAS,11,2250,2000.0,4200.0,4400,26839
77,Ministerio de Cultura (CULTURA),Ministerio,FAG,10,14150,11873.33,15600.0,15600,119320
132,Ministerio del Interior (MININTER),Ministerio,PAC,10,22750,22750.0,22750.0,25000,218917
138,Ministerio de Comercio Exterior y Turismo (MINCETUR),Ministerio,FAG,10,15600,15600.0,15600.0,15600,150400
10011,Ministerio de Defensa (MINDEF),Ministerio,FAG,10,14000,12000.0,15000.0,15600,124719
17506,UNIDAD EJECUTORA 304 EDUCACIÓN PACHITEA (UGEL PACHITEA),Educación,CAS,10,2564,1764.19,2964.19,2964,23012
10166,Gobierno Regional San Martín (GORESAM),Gobierno Regional,FAG,10,7000,6000.0,8000.0,12000,74067
11189,Municipalidad Provincial de Corongo (MP-CORONGO),Municipalidad,CAS,10,1900,1600.0,2300.0,3500,20300
141,Ministerio de Trabajo y Promoción del Empleo (MTPE),Ministerio,PAC,9,20500,20500.0,20500.0,25000,190167
11476,"Ministerio de Vivienda, Construcción y Saneamiento (VIVIENDA)",Ministerio,PAC,9,25000,21750.0,25000.0,25000,205400
15325,UNIDAD EJECUTORA N° 305 - EDUCACION LAMAS (UGEL - LAMAS),Educación,CAS,9,3064,3064.19,5741.44,5741,34651
10130,Gobierno Regional de Apurimac (GR-Apurimac),Gobierno Regional,FAG,9,8000,8000.0,8000.0,10000,74000
10149,Gobierno Regional de La Libertad (GRLL),Gobierno Regional,Altos Funcionarios,9,3834,1758.0,4062.0,14000,45378
11864,Municipalidad Distrital de Majes (MD-Majes),Municipalidad,Altos Funcionarios,9,2250,2250.0,2250.0,2250,20250
10487,Municipalidad Distrital de Miraflores - AREQUIPA (MDM),Municipalidad,Altos Funcionarios,9,2500,2500.0,2500.0,2500,22500
10946,Municipalidad Distrital de San Jeronimo - Cusco (MDSJ-CUSCO),Municipalidad,Altos Funcionarios,9,975,975.0,975.0,975,8775
11427,Municipalidad Distrital de Pueblo Nuevo - Ferreñafe - Lambayeque (MDPN-F),Municipalidad,CAS,9,1600,1130.0,1750.0,2250,13890
13817,Direccion Regional de la Producción San Martín (DIREPRO-SM),Organismo público,CAS,9,4250,4250.0,4250.0,10364,41328
13750,ZONA ESPECIAL DE DESARROLLO PAITA - ZED PAITA (ZED PAITA),Organismo público,CAS,9,2764,2700.0,3944.19,6764,30294
180,Gobierno Regional del Callao (GR-Callao),Gobierno Regional,Altos Funcionarios,8,4290,4290.0,4290.0,4290,34320
12761,Hospital Huacho y Red de Salud Huaura Oyón (HHRSHO),Salud,Altos Funcionarios,8,5710,5364.19,6364.19,9364,49551
17407,INPE - OFICINA REGIONAL SUR AREQUIPA (INPE - ORS),Justicia/Fiscalía,CAS,8,2964,2364.19,4364.19,4864,25114
14145,Ministerio de Desarrollo e Inclusión Social (MIDIS),Ministerio,FAG,8,15600,15600.0,15600.0,15600,118700
10142,Gobierno Regional de Huancavelica (GR-Huancavelica),Gobierno Regional,FAG,8,8000,7000.0,8900.0,12000,65400
11431,Municipalidad Distrital de Jayanca (MDJ - Jayanca),Municipalidad,CAS,8,3550,2800.0,4800.0,5300,28600
10277,Municipalidad Distrital de Independencia - Huaraz (MDI),Municipalidad,Ley Servir,8,1824,1714.2,2114.2,3214,16154
142,Ministerio de la Mujer y Poblaciones Vulnerables (MIMP),Ministerio,Ley Servir,7,30000,20533.33,49097.22,57400,234564
10011,Ministerio de Defensa (MINDEF),Ministerio,Altos Funcionarios,7,28000,9000.0,40666.66,72022,213144
10011,Ministerio de Defensa (MINDEF),Ministerio,Ley Servir,7,28000,9000.0,40666.66,72022,213144
10021,JUNTA NACIONAL DE JUSTICIA (JNJ),Justicia/Fiscalía,Ley Servir,7,35017,35017.0,35017.0,35017,245119
92994,Colegio Militar Leoncio Prado (CMLP),Educación,CAS,7,1564,1514.19,1564.19,2864,12099
18827,UNIDAD DE GESTION EDUCATIVA LOCAL DE AMBO (UGELAMBO),Educación,Altos Funcionarios,7,2945,2945.0,3045.0,3730,21600
103010,UNIDAD DE GESTION EDUCATIVA LOCAL N° 12 - CANTA (UGEL N° 12 - CANTA),Educación,CAS,7,2164,1889.19,2864.19,3464,17024
10148,Gobierno Regional Junín (GRJ),Gobierno Regional,Altos Funcionarios,7,4441,4441.0,12480.0,14300,49487
